"{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID49_TEXT""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID44_2""}","{""ImportId"":""QID44_3""}","{""ImportId"":""QID52""}","{""ImportId"":""QID52_7_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID3_5_TEXT""}","{""ImportId"":""QID40""}","{""ImportId"":""QID8""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID9""}","{""ImportId"":""QID28""}","{""ImportId"":""QID29""}","{""ImportId"":""QID31""}","{""ImportId"":""QID33""}","{""ImportId"":""QID34""}","{""ImportId"":""QID32_1""}","{""ImportId"":""QID32_2""}","{""ImportId"":""QID32_3""}","{""ImportId"":""QID32_4""}","{""ImportId"":""QID32_5""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID35_2""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID35_4""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID5_1""}","{""ImportId"":""QID5_2""}","{""ImportId"":""QID5_3""}","{""ImportId"":""QID5_4""}","{""ImportId"":""QID5_5""}","{""ImportId"":""QID5_6""}","{""ImportId"":""QID5_7""}","{""ImportId"":""QID5_8""}","{""ImportId"":""QID5_9""}","{""ImportId"":""QID5_10""}","{""ImportId"":""QID5_11""}","{""ImportId"":""QID5_12""}","{""ImportId"":""QID5_13""}","{""ImportId"":""QID5_14""}","{""ImportId"":""QID5_15""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID37_2""}","{""ImportId"":""QID37_3""}","{""ImportId"":""QID37_4""}","{""ImportId"":""QID37_5""}","{""ImportId"":""QID37_6""}","{""ImportId"":""QID37_7""}","{""ImportId"":""QID37_8""}","{""ImportId"":""QID37_9""}","{""ImportId"":""QID37_10""}","{""ImportId"":""QID37_11""}","{""ImportId"":""QID37_12""}","{""ImportId"":""QID37_13""}","{""ImportId"":""QID37_14""}","{""ImportId"":""QID37_15""}","{""ImportId"":""QID37_16""}","{""ImportId"":""QID37_17""}","{""ImportId"":""QID37_18""}","{""ImportId"":""QID37_19""}","{""ImportId"":""QID37_20""}","{""ImportId"":""QID37_21""}","{""ImportId"":""QID37_22""}","{""ImportId"":""QID37_23""}","{""ImportId"":""QID37_24""}","{""ImportId"":""QID37_25""}","{""ImportId"":""QID37_26""}","{""ImportId"":""QID37_27""}","{""ImportId"":""QID37_28""}","{""ImportId"":""QID37_29""}","{""ImportId"":""QID37_30""}","{""ImportId"":""QID37_31""}","{""ImportId"":""QID37_32""}","{""ImportId"":""QID37_33""}","{""ImportId"":""QID37_34""}","{""ImportId"":""QID37_35""}","{""ImportId"":""QID37_36""}","{""ImportId"":""QID37_37""}","{""ImportId"":""QID37_38""}","{""ImportId"":""QID37_39""}","{""ImportId"":""QID37_40""}","{""ImportId"":""QID37_41""}","{""ImportId"":""QID37_42""}","{""ImportId"":""QID37_43""}","{""ImportId"":""QID37_44""}"
72,April 25th 2023,May,1,2001,"American Indian or Alaska Native,Asian",,Cisgender Female,,"$40,001 - $50,000",Agree,Disagree,Somewhat disagree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Sometimes,Sometimes,Fairly Often,Sometimes,7,Almost Always,Somewhat Infrequently,Somewhat Infrequently,Almost Never,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Very Frequently,Very Frequently,Almost Always,Somewhat Frequently,Very Frequently,Agree,Neutral,Agree a lot,Agree,Neutral,Neutral,Agree a lot,Agree,Neutral,Agree a lot,Agree,Neutral,Agree,Agree,Agree a lot,Agree a lot,Agree a lot,Neutral,Agree,Agree,Agree,Agree a lot,Agree,Disagree,Neutral,Agree a lot,Agree a lot,Agree,Agree a lot,Disagree,Disagree,Agree a lot,Agree,Agree a lot,Agree a lot,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree
73,4/26/23,February,24,2004,White or European American,,Transgender Male,,"$100,001- $200,000",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),Almost Never,Very Often,Fairly Often,Almost Never,6,Somewhat Infrequently,Almost Never,Almost Always,Somewhat Frequently,Almost Always,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Almost Always,Almost Always,Almost Always,Almost Always,Somewhat Infrequently,Somewhat Frequently,Almost Never,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree a lot,Agree a lot,Disagree,Agree a lot,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree a lot,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree a lot,Agree a lot
74,4/26/23,April,11,1989,White or European American,,Cisgender Male,,"$20,001- $30,000",Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Sometimes,Almost Never,Fairly Often,6,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
75,4/26/23,March,15,2002,White or European American,,Cisgender Female,,,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Sometimes,Fairly Often,Sometimes,Sometimes,7,Somewhat Infrequently,Almost Never,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Almost Never,Almost Never,Somewhat Frequently,Very Infrequently,Almost Never,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree a lot,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree a lot,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Neutral
76,4/26/23,September,12,2001,"Hispanic, Latino/Latina/Latinx, or Spanish origin",,Cisgender Male,,"$30,001 - $40,000",Somewhat disagree,Somewhat disagree,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Most or all of the time (5-7 days),Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Most or all of the time (5-7 days),Most or all of the time (5-7 days),Very Often,Sometimes,Fairly Often,Very Often,5,Almost Never,Almost Always,Almost Always,Very Frequently,Almost Never,Very Infrequently,Somewhat Frequently,Very Infrequently,Almost Always,Very Infrequently,Very Frequently,Very Frequently,Almost Always,Very Frequently,Somewhat Frequently,Agree a lot,Agree a lot,Agree,Agree a lot,Agree a lot,Disagree a lot,Agree,Agree,Neutral,Agree a lot,Agree,Disagree a lot,Agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Disagree a lot,Agree,Agree,Neutral,Agree,Agree a lot,Disagree,Disagree a lot,Agree a lot,Agree a lot,Disagree,Agree a lot,Neutral,Agree a lot,Neutral,Agree a lot,Disagree,Agree a lot,Disagree,Agree a lot,Agree a lot,Agree a lot,Disagree,Agree a lot
77,4/26/23,October,31,2001,White or European American,,Cisgender Female,,"$10,000 or below",Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Sometimes,Sometimes,Sometimes,Very Often,5,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Disagree,Agree,Agree,Agree,Neutral,Agree a lot,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral
78,4/26/23,May,6,2000,White or European American,,Cisgender Male,,"$100,001- $200,000",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Fairly Often,Sometimes,Sometimes,Fairly Often,5,Almost Always,Very Infrequently,Somewhat Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Almost Always,Almost Always,Somewhat Frequently,Very Infrequently,Very Frequently,Somewhat Frequently,Very Infrequently,Disagree,Agree a lot,Agree a lot,Neutral,Agree a lot,Neutral,Agree,Agree,Agree,Agree a lot,Agree,Agree,Agree,Agree,Agree a lot,Agree,Neutral,Neutral,Agree,Agree a lot,Neutral,Disagree,Disagree,Neutral,Agree a lot,Agree a lot,Neutral,Agree,Agree,Agree a lot,Disagree,Neutral,Agree a lot,Agree,Neutral,Agree a lot,Agree a lot,Agree,Neutral,Agree a lot,Disagree a lot,Neutral,Neutral,Agree a lot
79,4/18/23,September,17,2001,Do not wish to disclose,,Cisgender Male,,"$100,001- $200,000",Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Almost Never,Almost Never,Almost Never,Sometimes,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4/26/23,February,9,2004,Asian,,Cisgender Female,,"$40,001 - $50,000",Neutral,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Fairly Often,Sometimes,Sometimes,Sometimes,4,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Very Frequently,Very Infrequently,Almost Always,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Almost Always,Very Frequently,Very Frequently,Disagree,Neutral,Agree,Agree,Disagree a lot,Disagree,Neutral,Agree,Disagree a lot,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Agree a lot,Neutral,Agree,Agree,Agree,Disagree a lot,Disagree a lot,Disagree a lot,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree a lot,Disagree,Disagree,Neutral,Agree a lot,Disagree,Neutral,Neutral,Agree,Disagree a lot
81,4/20/23,April,27,2003,White or European American,,Cisgender Female,,"$50,001- $60,000",Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Almost Never,Sometimes,Sometimes,Fairly Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4/20/23,October,14,2003,White or European American,,Cisgender Female,,"$90,001- $100,000",Neutral,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Fairly Often,Fairly Often,Almost Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4/20/23,September,27,2003,White or European American,,Cisgender Female,,"Above $200,000",Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Disagree,Disagree,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Almost Never,Sometimes,Fairly Often,Almost Never,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4/27/23,October,13,2002,Asian,,Cisgender Male,,"$40,001 - $50,000",Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Sometimes,Almost Never,Fairly Often,2,Somewhat Frequently,Almost Never,Very Infrequently,Very Infrequently,Very Infrequently,Almost Always,Very Infrequently,Very Frequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Agree a lot,Agree a lot,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree a lot,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree a lot,Agree,Neutral,Agree a lot,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree a lot,Agree,Agree,Neutral,Agree a lot,Agree,Agree,Agree a lot,Agree,Agree,Agree,Agree a lot,Agree a lot
85,4/27/23,July,6,2003,Asian,,Cisgender Female,,"$50,001- $60,000",Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Sometimes,Almost Never,Almost Never,Sometimes,4,Somewhat Infrequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Very Infrequently,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree a lot,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree a lot,Agree a lot,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
86,4/28/23,November,26,2001,White or European American,,Cisgender Female,,"$60,001- $70,000",Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Somewhat agree,Agree,Agree,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Fairly Often,Fairly Often,Sometimes,7,Very Frequently,Very Infrequently,Very Frequently,Almost Always,Very Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree a lot,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree a lot,Agree,Agree
87,4/25/23,December,15,1999,Asian,,Cisgender Female,,"$20,001- $30,000",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Fairly Often,Fairly Often,Fairly Often,Fairly Often,4,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree a lot,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Neutral,,Disagree,,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree
88,30-Apr-23,January,27,2005,Asian,,Cisgender Female,,"Above $200,000",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Fairly Often,Fairly Often,Sometimes,Very Often,8,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Almost Never,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Very Frequently,Very Infrequently,Almost Always,Somewhat Frequently,Almost Always,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree a lot,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree a lot,Disagree,Disagree a lot,Agree,Neutral,Agree,Agree a lot,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree a lot,Agree,Agree a lot,Disagree a lot,Neutral,Neutral,Agree a lot,Disagree,Agree a lot,Agree,Agree,Agree,Agree
89,"April 30th, 2023",May,23,2002,White or European American,,Cisgender Female,,"$10,001 - $20,000",Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Most or all of the time (5-7 days),Sometimes,Fairly Often,Almost Never,Sometimes,7,Very Infrequently,Somewhat Frequently,Very Frequently,Almost Always,Very Infrequently,Very Frequently,Almost Always,Very Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Very Frequently,Very Frequently,Very Frequently,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Disagree a lot,Agree a lot,Agree,Disagree,Agree,Agree a lot,Agree a lot,Agree,Neutral,Disagree,Agree,Neutral,Disagree a lot,Disagree,Disagree,Disagree,Disagree a lot,Agree a lot,Neutral,Neutral,Agree a lot,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree a lot,Agree a lot,Disagree
90,4/30/23,June,3,2002,White or European American,,Cisgender Female,,"$100,001- $200,000",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Never,Fairly Often,Fairly Often,Never,8,Very Infrequently,Very Infrequently,Somewhat Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Disagree,Disagree,Agree a lot,Neutral,Agree,Agree a lot,Agree a lot,Disagree,Agree,Agree,Disagree,Disagree a lot,Agree a lot,Agree,Agree,Agree,Agree a lot,Disagree,Agree a lot,Agree,Agree a lot,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree a lot,Neutral,Agree a lot,Agree a lot,Agree a lot,Agree,Neutral,Agree,Disagree,Disagree,Agree a lot,Agree,Agree,Disagree,Agree,Disagree,Agree
91,4/30/23,April,2,2002,Asian,,Cisgender Female,,"Above $200,000",Somewhat agree,Disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Somewhat agree,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Very Often,Very Often,Sometimes,9,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Almost Never,Almost Always,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Very Frequently,Somewhat Infrequently,Very Infrequently,Disagree a lot,Agree a lot,Agree a lot,Neutral,Neutral,Neutral,Agree,Agree,Disagree a lot,Agree,Neutral,Neutral,Agree a lot,Agree a lot,Agree,Agree,Disagree a lot,Disagree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree,Disagree a lot,Agree,Agree,Agree,Neutral,Agree a lot,Agree,Agree a lot,Agree,Agree a lot,Disagree,Disagree a lot,Disagree a lot,Agree,Agree,Agree a lot,Agree,Agree,Disagree a lot,Neutral,Neutral
92,Monday May 1st,August,27,2003,White or European American,,Cisgender Male,,"$100,001- $200,000",Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Fairly Often,Sometimes,Fairly Often,8,Very Frequently,Very Infrequently,Somewhat Frequently,Very Frequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Very Infrequently,Almost Always,Somewhat Infrequently,Very Infrequently,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Agree a lot,Agree,Agree a lot,Agree,Agree a lot,Neutral,Neutral,Agree a lot,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree a lot,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree
93,24-Apr,March,26,2002,White or European American,,Cisgender Female,,"Above $200,000",Strongly agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Occasionally or moderate amount of time (3-4 days),Very Often,Fairly Often,Sometimes,Fairly Often,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
